logFC	AveExpr	t	P.Value	adj.P.Val	B
OSGIN1	1.84736	5.38709782608696	4.50164979777618	5.08950119616504e-05	0.000153874963292447	1.61296013279483
CASP8	1.76630261904762	5.10708695652174	4.50118192019691	5.09710815906232e-05	0.000153874963292447	1.61152525173042
KDM4D	-1.37346714285714	5.1129152173913	-4.48876052474104	5.30318704515774e-05	0.000159494347222789	1.57345040170405
FPR1	2.38125380952381	5.15535434782609	4.44758689272446	6.04639862869109e-05	0.000180489511304212	1.44750666616835
FGF13	-1.00792142857142	6.69317608695652	-4.44634423220195	6.07034718833605e-05	0.000180530771400329	1.44371195647411
RHOA	-1.53512547619047	8.36593913043478	-4.43136768038924	6.36638493993474e-05	0.000187246615880434	1.39800796729749
FANCC	1.26618857142858	5.81220869565217	4.37581968698974	7.59298453117362e-05	0.000219291972019455	1.22898191779776
AIF1	2.15647833333333	7.98315869565217	4.36232925996121	7.92414566215413e-05	0.000227215646226642	1.1880508824246
GPR62	1.45394523809524	5.60971304347826	4.35822383450938	8.02769941532556e-05	0.000228546602571546	1.17560405890261
NGFR	1.90744857142857	6.61835652173913	4.2848383877192	0.000101182699523578	0.000285021688798811	0.953866763896983
TP53BP2	1.04834976190476	9.10649130434783	4.27289265138172	0.000105055186855194	0.000294891752575982	0.917909827798627
HOMER1	-1.11420047619048	9.5196652173913	-4.26416116302489	0.000107976858919089	0.000302033171801648	0.891652735241826
SOX10	1.65830642857143	6.52140652173913	4.2491280012719	0.000113194037742207	0.000315190254856235	0.846495050007642
PNOC	-1.73504428571428	5.28629347826087	-4.22912433948994	0.000120519091400694	0.000333616862008842	0.786504909401411
CD47	-1.33652142857143	10.8112826086957	-4.21893610141975	0.000124425588020263	0.00034296155962428	0.75599437255719
GRIA1	-1.4599138095238	10.1655369565217	-4.20671526310379	0.00012927454766605	0.000354176842920686	0.719435980399388
TIE1	1.67261833333333	5.95347391304348	4.19452071624569	0.000134296538640943	0.000366679968985511	0.68299910338128
ALDH1L1	1.67932619047619	8.82783695652174	4.19288682529289	0.000134983694520579	0.000367302570124025	0.678120365648807
BCL2L1	1.02954238095238	9.75278695652174	4.17305466881967	0.000143602553366871	0.000386808224557229	0.618964355281015
CLDN5	1.71215976190477	8.43925434782609	4.16184747676639	0.000148707796362611	0.000398866333679227	0.585586245371111
POLE	1.7243730952381	7.88955	4.16105310856318	0.000149076292212611	0.000398866333679227	0.583221806795995
LTA	1.84735642857143	4.9499152173913	4.10393497818849	0.000178037262863431	0.000473188738507457	0.413705600799841
FLT1	1.44419142857142	9.88520652173913	4.0945175774784	0.000183310792741989	0.000482396823005233	0.385851750643625
CDKN1C	1.38273928571429	6.53749347826087	4.04412363703069	0.000214215967840592	0.000560390069096632	0.237271004523349
RAD9A	1.23020380952381	6.95044782608696	4.00855915331477	0.000239014804951495	0.000620817675198689	0.132898599884939
TRPM4	1.09516523809524	6.30425	3.97128304272677	0.000267993337790007	0.000691595710425824	0.0239448556516813
CYBB	2.16320547619048	7.11434782608696	3.94980842591066	0.000286205629111306	0.000736220267810433	-0.038613808989072
PILRB	1.49352333333334	10.9960173913043	3.94445968866785	0.000290925189498999	0.000745962024356407	-0.0541713716903187
GPR34	2.01271785714286	6.99974130434783	3.93834591535569	0.000296412199989967	0.000757603067067008	-0.0719423120605249
MBD3	1.39503500000001	10.0744108695652	3.93242347271548	0.000301823050232751	0.000768975924159876	-0.0891450279441495
SOX9	1.40024428571429	9.66118043478261	3.91833374984607	0.000315083130956263	0.000795162475599401	-0.130022928323208
CSF1R	1.63654761904762	5.13179130434783	3.88145965448765	0.00035251185719557	0.00088088948133084	-0.236680487733144
MS4A4A	2.07480404761905	5.2015847826087	3.88057852291664	0.000353456904384	0.00088088948133084	-0.239223356336862
TRADD	1.03472476190476	5.21382826086957	3.86746510022506	0.000367814630021988	0.00091099598767056	-0.277035318343355
FAS	1.559355	5.37882826086957	3.8624010889662	0.000373508814071136	0.00092224398536083	-0.291620942358432
SOX4	1.19164380952381	7.25460434782609	3.85601450663348	0.000380811813036049	0.000937382924396429	-0.310002954482774
HIST1H1D	1.30355119047619	8.01502608695652	3.8463811694862	0.000392089305115448	0.00096218234384159	-0.337702419334345
CD40	1.40609857142857	6.31052826086956	3.82809480704416	0.000414391245619648	0.00101380121252513	-0.390191241925484
TMEM173	1.17136214285714	5.98277391304348	3.80810373500101	0.00044017439281703	0.00107359608004154	-0.447435101429132
SOD2	1.01767142857143	11.698652173913	3.78547872740657	0.000471224334735029	0.00114583424859582	-0.512045141430982
TMEM204	1.37268523809524	6.40528260869565	3.77361707924189	0.00048833716218692	0.00118384766590769	-0.54584291980521
SIGLEC8	1.94462880952381	5.03701739130435	3.68126951715133	0.000643664463959705	0.00154171129092145	-0.807155924937941
GRAP	1.55315547619048	5.25682173913043	3.65120225549242	0.000703796655771173	0.0016757063232647	-0.891524893282424
IL1R1	1.57661476190476	5.00645652173913	3.64479020672229	0.000717301630693521	0.00170279318858996	-0.909470903840424
NRM	1.25257547619048	5.16685869565217	3.63453304160897	0.000739424567555457	0.00174495473169429	-0.938144524645987
HPGDS	1.46506523809524	5.33858913043478	3.59606502189372	0.000828379215234153	0.0019320798022954	-1.04530358483221
TNFRSF10B	1.43841785714286	4.88202826086957	3.57684812064308	0.000876579649788258	0.00203855732508897	-1.09860973405849
ADAMTS16	1.1758119047619	6.54851304347826	3.53285867944125	0.00099724895212338	0.00229252632672041	-1.22005686625278
CYTIP	1.31610761904762	4.72891739130435	3.53171905569572	0.00100057741948529	0.0022935872079892	-1.22319239543249
SUV39H1	-1.00401380952381	6.46210869565217	-3.50082778460968	0.00109496234308793	0.0024885507797453	-1.3079758778972
BLNK	1.2853730952381	5.05367391304348	3.48652795507059	0.0011414850901487	0.00257962732236994	-1.34708471600498
EMCN	1.004125	6.02654130434783	3.4463385044762	0.00128257586224325	0.00286105092746357	-1.45652469557526
ADRA2A	-1.43268309523809	6.24871086956522	-3.43588014313698	0.0013219375331023	0.00293763896244956	-1.48488780677871
LFNG	1.0712980952381	6.89444130434783	3.42525988539793	0.00136308740140843	0.00300235680981287	-1.51364043447872
PMP22	1.04782380952381	9.20933260869565	3.42371345965184	0.00136918030489347	0.00300235680981287	-1.51782295213787
RELB	1.27641714285714	5.19004347826087	3.40200321423494	0.00145751022070693	0.0031858146900698	-1.57642847196812
DAB2	1.24306261904762	7.98920217391304	3.37839164022839	0.00155973692790286	0.00339997150496536	-1.63992568720298
GDPD2	1.34875761904762	5.66602826086956	3.36787993652408	0.00160741350284778	0.00349437718010388	-1.66811274670927
NWD1	1.3784880952381	6.22851304347826	3.35863100371652	0.00165050777654816	0.00356866546280684	-1.69287190909349
APOE	1.25260476190476	12.7492608695652	3.31916085315981	0.0018470872177301	0.0039615811640324	-1.79808873908009
IRAK3	1.33530738095238	5.14541304347826	3.31636428296692	0.00186182906316589	0.00398252206024789	-1.80551614486693
TNFRSF11B	1.0671230952381	4.69362391304348	3.28496716658718	0.00203519778841467	0.00430579812055663	-1.88865103726576
SELL	1.01270023809524	4.77924347826087	3.28415635500782	0.0020398718596137	0.00430579812055663	-1.89079176659662
PTPRC	1.33452452380952	5.20617391304348	3.28122244455363	0.00205687022697339	0.00433025310941767	-1.89853535226456
GAL3ST1	1.18077285714286	6.42279565217391	3.25502826616969	0.00221470753979913	0.00465030454550999	-1.96748833051118
PLCG2	1.16720666666667	5.11181086956522	3.17876515206481	0.0027422124312109	0.00566865618854967	-2.16634397281754
TLR4	1.12734023809524	7.55143260869565	3.17373038442496	0.00278092521505775	0.00573386642279947	-2.17937107023896
TNFSF12	1.14848714285714	7.18445434782609	3.16728662801639	0.00283122574750432	0.00582257223137135	-2.19602532777676
CNP	1.06013738095238	11.0530413043478	3.15416983089972	0.00293628455656434	0.00602314780833711	-2.22986204611905
ITGB5	1.1651580952381	8.70209565217391	3.15262825105093	0.00294887083530584	0.00603349531520377	-2.23383309020833
C3	1.820965	7.55189782608696	3.1271283909347	0.00316459965714192	0.00640931576130008	-2.29934501147406
RSAD2	-1.22268976190476	5.84905869565217	-3.10690028522103	0.00334622906247176	0.00674303085636627	-2.35107733665136
OLFML3	1.32271357142857	6.18209347826087	3.07260431414045	0.00367680481682044	0.00737203973297332	-2.43830505952196
TTR	-1.130865	4.61686956521739	-3.0640316492503	0.00376411139920423	0.00751000086753211	-2.46001293620705
IRF8	1.4846930952381	5.90658043478261	3.06400479449053	0.00376438793485047	0.00751000086753211	-2.46008087788307
MCM2	-1.11925833333333	5.68326739130435	-3.05178094027786	0.00389226557970657	0.00772658179594356	-2.49096749120109
NOSTRIN	1.11176476190476	6.62778260869565	3.04620237588646	0.00395197189590354	0.00782568692258127	-2.50503696592994
NRGN	-1.17137047619047	9.51913043478261	-3.01693003049577	0.00427962863129239	0.00842613655975739	-2.57859307668062
CRIP1	1.20700690476191	6.20446086956522	2.98652754700512	0.00464681245685093	0.00911139697421751	-2.65450351823804
SERPING1	1.21134023809523	8.24343260869565	2.93388418341046	0.00535327094630884	0.0103947008666191	-2.78475774696565
OPALIN	-1.50369714285714	8.00010869565217	-2.90581820003988	0.00576976334772514	0.0111493011550244	-2.85357554369337
OAS1	1.05749285714286	6.46771739130435	2.88017408239297	0.00617656838939467	0.0118780161334513	-2.91606924719877
C5AR1	1.14684523809524	4.6622152173913	2.86199521789546	0.00648097099127384	0.0124335174892544	-2.96014518607994
ASB2	-1.16683571428571	5.36300217391304	-2.8227484046396	0.00718637149581677	0.0136883266586986	-3.05465756638304
MAFB	1.14627547619048	6.49517826086957	2.8193768398264	0.00725018472781847	0.0137770731169947	-3.06273540726225
IGSF6	1.29385047619048	5.12042826086957	2.73730436396957	0.00897547004909058	0.016815868944432	-3.25731670370142
SIGLEC1	1.14614976190477	4.70318043478261	2.66834201974587	0.0107106809508802	0.0196526255979453	-3.41770427460931
TNFRSF12A	1.03255833333334	4.62289782608696	2.65600472854006	0.0110519143940816	0.0201053247557008	-3.44609158940448
CCL4	1.35755595238095	5.06497391304348	2.6542808715655	0.0111003821442731	0.0201053247557008	-3.45005060591842
SLAMF8	1.20670714285715	4.67090434782609	2.62186047137322	0.0120490725397535	0.0217100406121685	-3.52416443570431
S1PR5	1.20566857142857	6.17279565217391	2.61937827269896	0.0121246891480194	0.0217971939739674	-3.52981183938418
FCGR3A	1.93023571428572	5.83730217391304	2.6167632607591	0.0122048223455018	0.0218920580188373	-3.53575724734767
BCAS1	1.06673761904762	9.27420434782609	2.57065493969066	0.0136998741811535	0.0244640610377741	-3.63988092187447
CCL3	1.41625714285715	5.02533043478261	2.42538900649911	0.0195689512285046	0.0336670128662445	-3.95897695258285
MYRF	1.11197880952381	8.28370869565217	2.423700183272	0.0196488940998841	0.0337320070384276	-3.96260497817596
B3GNT5	1.00564095238096	6.08028913043478	2.35103325721217	0.0233808835599749	0.0390494923757409	-4.11688890230875
TUBB4A	-1.1667619047619	12.6568217391304	-2.32850055857784	0.0246611980243618	0.0409314490030901	-4.16399793457572
