"ID_REF"	"GSM4869092"	"GSM4869093"	"GSM4869094"	"GSM4869095"	"GSM4869096"	"GSM4869097"	"GSM4869098"	"GSM4869099"	"GSM4869100"	"GSM4869101"	"GSM4869102"	"GSM4869103"	"GSM4869104"	"GSM4869105"	"GSM4869106"	"GSM4869107"	"GSM4869108"	"GSM4869109"	"GSM4869110"	"GSM4869111"	"GSM4869112"	"GSM4869113"	"GSM4869114"	"GSM4869115"	"GSM4869116"	"GSM4869117"	"GSM4869118"	"GSM4869119"	"GSM4869120"	"GSM4869121"	"GSM4869122"	"GSM4869123"	"GSM4869124"	"GSM4869125"	"GSM4869126"	"GSM4869127"	"GSM4869128"	"GSM4869129"	"GSM4869130"	"GSM4869131"	"GSM4869132"	"GSM4869133"	"GSM4869134"	"GSM4869135"	"GSM4869136"	"GSM4869137"	"GSM4869138"
"GAL3ST1"	6.9189	7.1799	7.0334	5.0875	8.4757	5.2095	7.2095	4.9069	6.6865	7.8265	6.4757	5.2854	6.1085	9.1997	6.3038	5.7004	5.0875	7.6147	6.9307	5.0444	5.1293	7.0553	7.1497	5.2854	5.1699	6.7549	6.9069	5.6439	5.2854	7.3129	8.3399	6.2095	5.2479	6.9658	7.3663	5.1293	4.3923	6.9658	7.0224	5.5236	7.2095	8.4388	6.5999	5.4594	5.858	7.7415	6.2095
"GBA"	9.697	8.3354	9.0821	8.5661	8.3923	6.8074	8.9099	8.2854	7.9129	8.4471	9.8218	8.6073	7.96	8.0444	9.6935	8.8265	8.2992	9.2264	9.8486	8.7415	8	9.0741	9.9039	8.5699	8.3129	9.3465	9.9039	8.543	7.9484	8.6795	8.1799	7.9773	7.5392	9.2738	8.9159	8.5314	8.0661	9.5038	9.0661	8.6073	8.7108	8.3576	9.5622	8.5812	7.6935	9.2479	9.4998
"GBP2"	5.7004	6.1898	6.2479	5.5236	7.4594	5.3219	6.1898	5.6147	7.3837	7.8642	6.0661	5.3576	7.0768	9.6421	5.9542	5.6439	5.8074	6.9425	5.9069	5.3219	5.9542	8.5118	6.0444	5.1293	6.8329	7.5622	5.7549	5.2854	6.5546	7.6724	9.5078	6.2479	6.0875	7.6366	6.7142	5.5546	7.5392	7.5314	6.4919	5.2854	9.1215	9.1849	5.2095	4.5236	9.2715	10.022	5.6439
"GCLC"	9.2854	8.3707	9.2046	8.6618	9.0661	7.6511	8.8611	7.9484	7.7682	8.676	9.6018	8.7944	7.8138	8.4553	9.2877	8.8202	8.3531	9.2761	9.5488	8.7039	7.9658	9.4838	9.4073	8.69	8.2336	9.1447	9.4409	8.676	8.4757	9.1874	8.9571	7.8202	8.098	9.2312	9.633	8.6257	7.8517	8.9972	9.3061	8.6475	9.0661	8.7381	9.5058	8.6935	8.2192	9.4939	9.4471
"GDPD2"	6.6582	5.0875	6.1699	5.0444	6.9658	4.3219	6.4094	4.3219	5.6439	7.3219	5.9773	4.3219	4.3219	4.3219	5.9307	4.3219	4.3923	6.5999	4.9542	4.3219	4.3219	7.7814	5.4919	4.3219	4.7004	6.8826	5.2095	4.858	4.3219	7.2946	8	5.2479	4.9069	7.8887	6.8074	4.3219	5.7549	6.8455	7.4919	5.0444	7.4009	6.7549	5.5546	4.3219	5.5546	7.1396	6.4094
"GFAP"	14.492	15.479	14.007	13.796	14.658	12.105	13.083	12.203	15.844	17.102	14.321	13.302	14.007	18.331	13.971	13.4	14.055	15.687	13.824	13.536	12.834	17.411	13.817	12.748	15.231	16.519	13.635	13.867	13.257	16.109	19.101	15.403	14.728	17.711	15.816	13.384	15.73	15.436	15.555	14.109	16.889	17.601	14.502	13.315	16.781	16.966	14.645
"GJA1"	10.552	9.8611	10.089	9.8948	11.055	8.3083	10.628	9.4919	8.7682	9.7108	10.868	9.2668	8.4838	10.105	10.922	9.983	9.733	11.067	9.5078	9.5736	9.1163	12.602	10.375	8.6689	10.628	12.479	10.788	10.737	9.4878	11.107	10.365	8.7313	9.983	13.143	12.664	8.9513	8.8202	10.691	11.058	10.213	11.254	10.259	10.87	9.6865	10.489	11.617	11.123
"GJB1"	7.6073	7.5236	5.7279	5	7.1189	4.3219	5.585	5.1293	5.7279	7.3219	7.1085	7.0112	5.7549	8.4959	5.8826	5.6439	5.585	7.4594	8.4051	6.7814	5	7.1189	7.7482	6.3923	6.1497	6.9307	7.3038	6.1085	4.7549	6.0875	7.2946	4.3219	5.4594	6.6724	7.1189	5.4594	4.3219	6.6865	6.6147	5.8074	7.0224	6.8704	6.375	5.9542	6.2854	7.3219	5.9542
"GNA15"	5.3219	4.3219	6.1293	5.1699	4.3219	4.3219	6	4.3219	4.858	6.0661	4.8074	4.3219	4.9542	7.3398	6.4429	6	4.3219	5.4919	6.3923	5.4594	4.6439	6.3398	5.4263	4.3219	4.3219	5.6724	5.1699	4.3219	4.3219	5.9542	6.6865	4.3219	4.7549	5.8329	4.3219	4.3219	4.3219	6.0661	5.3923	4.4594	4.3219	4.3219	5.7549	4.3219	4.3219	5.4594	5.0875
"GNLY"	4.3219	4.7004	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	5.7004	4.3219	5.0875	4.3219	4.3219	4.3219	4.8074	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	5.1293	5.858	4.3219	4.3219	4.3219	4.3219	4.5236	4.3219	4.3219	4.3219	4.3219
"GPR183"	4.3219	4.3219	5.3923	4.3219	4.3219	4.3219	4.3219	4.3219	4.7549	4.3219	4.7004	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	5.0444	4.9069	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	5.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.585	5.3219	4.3219	4.3219	4.3219	4.3219	4.858	4.3219	5.7279	5.9307	4.3219
"GPR34"	7.0224	7.9366	6.6865	5.8329	7.7415	4.585	5.8074	4.3219	6.6439	7.96	8.1241	6.6582	7.2479	8.4757	6.6865	6.0444	7.1085	8.3129	7.1699	6.0875	5.4263	10.254	7.0553	5.8074	8.1137	9.0795	6.3576	6.6724	6.9773	8.1497	8.2527	6.2479	5.4594	8.7814	6.8948	6.0661	7.5546	7.9542	6.4094	5.4594	8.6865	8.8009	7.5999	5.7279	5.8074	7.2854	7.3398
"GPR62"	5.9069	6.3398	4.858	4.3219	7.6653	5.1293	6.1497	5.4919	5.4263	6.7142	5.0444	5.0875	5.3219	8.1033	4.3219	4.4594	4.7549	6.5392	5.9542	5.0444	4.858	6.6582	5.8329	5.5236	5.1699	5.8074	6.3038	4.9069	4.9542	6.8202	6.8202	5.1293	4.6439	6.1898	6.6724	4.3219	4.585	6.0224	5.9542	5.0444	6.6724	7.0334	5.1293	4.585	4.9069	6.585	4.9542
"GPR84"	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.7004	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219
"GRAP"	5.2095	5.2479	5.2479	4.3219	6.5078	4.585	5.5236	5.4594	5.0444	5.2854	5.0444	4.3219	5.2854	8.3837	4.9069	4.7004	4.3219	5.585	5.3576	4.3219	4.4594	7.0224	5	4.3219	5.1699	5.8329	4.7004	4.4594	4.8074	5.9542	8.1548	5.0444	4.9069	5.7004	4.3219	4.3219	4.9069	5.1293	5.0875	4.585	7.4594	7.6221	4.858	4.3219	5.5546	5.9542	4.9542
"GRIA1"	10.652	11.208	10.343	10.996	9.7245	8.7814	10.417	9.8265	10.298	9.9159	10.734	10.655	9.7944	8.6402	10.691	11.777	10.421	10.198	10.576	10.475	10.124	8.8009	10.628	9.7879	10.392	10.332	10.656	11.74	9.7056	9.7142	9.0251	9.0875	9.5507	9.2946	9.6689	10.082	10.169	10.589	10.379	10.644	9.2854	9.3487	10.38	10.454	10.518	9.9687	10.451
"GRIA2"	12.339	11.537	12.538	11.405	12.476	11.422	13.002	12.088	11.929	12.813	12.352	10.769	11.544	12.18	12.287	10.854	11.099	12.487	12.071	10.728	11.69	12.19	12.181	10.963	11.287	12.402	12.13	10.787	11.543	12.38	12.039	11.416	11.583	12.203	12.362	11.099	11.295	12.504	12.499	11.212	12.355	12.47	12.424	10.989	11.679	12.383	12.278
"GRIA4"	10.905	12.032	11.293	12.292	10.268	11.761	11.251	12.252	12.311	10.762	11.428	11.771	12.086	9.4553	11.319	12.044	11.846	10.556	11.037	11.592	11.78	9.8297	10.942	11.526	11.896	10.438	10.911	11.954	11.629	9.9084	9.0526	11.938	11.744	10.275	9.8963	11.588	12.052	10.451	10.798	11.99	10.172	9.8595	11.205	11.747	11.861	10.343	11.232
"GRIN2A"	10.824	8.9009	10.835	9.3129	9.8517	9.2119	10.542	9.4778	8.8265	10.091	10.964	9.4136	8.7977	9.2384	11.048	9.1874	8.9915	10.433	11.107	9.6795	9.1007	8.9944	10.779	9.1447	8.8517	10.389	11.001	9.1874	8.9744	9.6582	9.2992	9.0553	9.3264	9.7632	9.6987	9.1215	8.9571	10.551	10.561	9.1007	9.4979	9.7781	10.652	9.2854	9.1948	10.232	10.757
"GRIN2B"	10.253	5.9307	10.241	7.4838	8.7177	4.3219	10.172	6.1497	5.858	8.9858	10.644	6.5078	4.3219	7.6795	10.537	7.8329	6.1898	9.4717	10.325	6.1699	4.6439	7.7004	9.9958	6.2668	4.9542	9.1948	10.404	7.3663	4.3219	8.4553	8.1799	4.4594	4.3219	8.7715	8.6221	7.6147	4.3219	9.4818	10.018	6.9773	8.611	8.4179	10.024	6.7142	4.7549	9.0334	9.9873
"GRM2"	8.0389	6.2479	8.6147	6.6582	8.4051	4.3219	8.611	6.3576	6.1898	8.2574	7.9658	6.1497	5.2854	7.858	7.9542	6.7944	6.2668	8.2336	7.9715	6.2288	5.5546	6.9189	7.6439	6.1497	4.3219	8.4429	7.7482	6.0875	5	7.8009	7.8202	5.2854	4.8074	8.0444	7.585	6.5546	4.4594	8.2192	8.4512	6.6147	7.9484	8.3174	8.3487	6.6865	4.858	7.0334	7.8887
"GRM3"	9.8933	8.0607	9.4073	8.7846	9.3859	6.0661	9.6165	7.5999	7.4594	8.3707	10.249	8.7715	6.8329	8.7549	10.365	9.3987	7.6653	9.944	10.433	8.4553	7.6439	9.8533	9.6636	8.0224	7.7549	9.3576	10.179	9.2479	7.098	9.29	9.1319	6.8329	7.3038	9.568	9.8041	8.4757	7.2574	9.5255	9.3619	8.4094	9.5868	9.8887	9.8765	8.4553	7.3038	9.3554	9.8903
"GRN"	8.7142	8.8611	8.8138	7.7748	9.1472	7.2479	8.6653	7.8009	8.6294	9.6618	8.6653	8.1137	8.7549	11.154	8.5774	8.0279	7.9887	8.9744	8.9069	7.9189	7.8765	10.343	8.585	7.7004	8.6221	9.3129	8.5699	8.0334	8.1241	9.7074	10.598	8.6184	8.1189	9.6546	9.1111	7.7415	8.7142	9.0362	8.6036	7.6935	10.56	10.624	8.6546	7.7074	8.8106	9.2854	8.6724
"GSN"	10.025	11.249	9.7228	9.6018	11.14	9.3151	10.254	9.4136	10.732	10.724	9.7879	9.5812	10.846	12.412	9.8533	9.941	9.9263	10.827	9.7632	10.106	9.8057	12.098	9.5981	9.4157	11.034	11.118	9.9484	10.283	9.6092	10.988	11.722	10.68	10.343	11.996	11.848	9.2143	10.604	10.445	10.409	9.7863	12.143	11.399	10.027	9.5177	11.998	10.757	9.9556
"GSTM1"	4.3219	4.3219	4.3219	4.3219	8.6073	5.9542	4.3219	4.3219	6.8329	8.6257	10.304	8.8202	6.1293	8.3399	4.3219	4.3219	4.3219	4.3219	8.8765	7.9484	4.3219	4.3219	8.5196	8.1137	8.0498	9.5793	4.3219	4.3219	7.1997	9.3287	4.3219	4.3219	4.3219	4.3219	4.3219	7.8265	4.3219	4.3219	4.3219	4.3219	9.0168	8.6402	9.1319	6.9189	8.4346	9.8842	10.922
"GUSB"	7.9773	8.8978	8.5038	8.5999	9.0389	8.8265	8.6865	9.2119	9.5622	9.4284	7.6935	8.0553	9.2384	9.5314	7.6865	8.1396	8.6618	8.7142	7.5774	8.1085	9.1849	9.4242	7.6582	8.4094	9.0471	8.5078	7.6582	8.1241	9.1267	9.1472	9.3197	9.236	9.0688	9.0661	9.0112	8.2854	9.1396	8.5661	8.5314	8.375	9.1137	9.2312	8.0279	8.2854	8.8978	8.7715	8.1948
"GZMA"	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219
"GZMB"	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219
"H2AFX"	8.6294	8.6439	8.1948	8.8329	9.058	8.9039	8.3399	8.633	8.3174	8.4136	8.7039	9.0112	8.983	9.29	8.4878	8.6511	8.6689	8.7142	8.7074	8.8234	8.7039	9.3354	8.8009	8.6795	8.3619	8.7944	8.7381	8.7313	8.7748	9.0112	9.375	9.2384	8.6582	9.3421	8.7814	8.5661	8.5236	8.6689	8.5469	8.8234	8.9972	8.9307	8.3354	8.7279	8.6366	8.8549	8.6689
"HAT1"	8.3038	8.7211	8.4471	9.676	8.4051	9.3987	8.2046	8.8857	8.2992	7.8826	8.7715	9.8719	8.3576	8.1849	8.8138	9.7279	9.4305	8.6724	8.8611	9.7566	9.4471	9.1573	8.611	9.585	9.1421	8.9715	8.8329	9.8626	9.2288	8.7211	8.0224	8.4553	9.0875	8.9218	9.1267	9.7211	9.1898	8.9396	8.4346	9.3332	8.7245	8.7549	8.8796	9.8734	8.9687	8.8857	8.9715
"HCAR2"	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219
"HDAC1"	7.4757	6.8074	7.6221	6.5546	8.543	5.5546	8.0056	6.3219	7.0553	7.9248	7.6439	6.4919	7.2192	9.1472	7.4429	6.6294	6.4919	7.9944	7.1997	5.9307	6.9887	8.9278	7.4009	5.9069	6.9307	8.2143	7.3398	6.9425	6.7279	8.3038	8.9571	7.0875	6.8455	8.6795	8.6073	6.5078	7.2288	7.9715	8.0056	6.7549	8.7616	8.8138	7.6935	5.9773	6.9887	8.1599	7.8642
"HDAC2"	9.0634	8.1898	8.7108	9.9527	7.6935	9.3106	8.1497	8.4009	7.5392	7.098	10.182	10.559	7.7748	7.7549	9.8978	10.328	9.7863	8.7448	9.9929	10.345	9.1699	8.8202	9.4325	10.082	9.3966	8.9129	9.7814	10.206	8.8857	8.1293	7.1497	7.0875	9.0251	8.29	8.5314	9.973	9.0389	8.9396	8.3663	9.4284	7.9248	7.9307	9.543	10.269	8.8424	8.7649	9.6865
"HDAC4"	8.7977	8.3219	8.9069	8.3923	10.506	8.7039	9.9233	9.1497	8.4919	9.8297	8.9801	8.9099	8.5038	10.45	9.0112	8.4388	8.3129	9.3015	9.2336	8.8673	8.4051	9.8074	9.0875	8.375	8.3794	9.4878	9.0954	8.7814	8.5078	10.105	10.458	8.8765	8.6184	10.081	9.5906	8.4263	8.4471	9.5622	9.5038	8.676	10.095	10.61	8.9944	8.2336	8.1898	8.6582	8.8009
"HDAC6"	6.0661	6.9887	6.6147	6.3923	7.0444	6.8704	6.5546	6.8455	7.2192	7.0553	5.6724	6.4757	7.4009	8.0168	5.6439	6.4094	6.6724	6.6724	5.8074	6.4429	7.0661	6.9887	6.3398	6.7944	7.0553	6.7549	6.4094	6.5699	7.0768	7.3923	8.1033	7.7682	7.4346	7.1599	7.5078	6.4263	7.0661	6.5546	6.7814	6.2479	7.1396	7.1293	6.1898	6.5392	6.6582	6.7944	6.4919
"HDC"	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.9069	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219
"HELLS"	5.2479	7.9658	6.0444	8.3837	7.375	9.2761	6.8704	9.2597	8.3707	6.8455	5.3219	7.1497	8.6689	4.3219	5.1699	7.6073	7.96	6.4094	5.4594	7.6795	9.0901	6.4429	5.4919	7.9189	7.8765	6.8202	5.7004	7.4094	8.7977	6.9189	4.3219	8.7515	8.8041	6.7944	6.8455	7.9658	8.0056	6.7142	6.2288	8.0168	6.7142	4.3219	6.1085	8.1189	8.2432	6.585	6.0444
"HIF1A"	10.85	11.198	10.733	11.136	10.659	11.146	10.546	10.956	10.944	10.558	10.822	11.566	10.964	10.592	10.598	11.27	11.247	10.718	10.707	11.61	11.071	11.162	10.742	11.274	11.071	10.794	10.812	11.505	10.976	10.524	10.428	10.496	10.976	10.795	11.074	11.211	11.049	10.772	10.718	11.114	10.735	10.778	10.803	11.465	11.576	11.631	10.687
"HILPDA"	6.9887	7.4263	7.3576	6.8074	8.1548	8.0875	7.5546	7.1997	10.548	9.8455	6.7814	6.858	8.8297	9.1599	6.3923	6.375	7.1396	7.2479	6.8329	6.3576	8.1085	8.8202	7.0768	6.6582	7.2761	7.5392	7.2946	6.8704	8.7977	9.5353	9.0251	8.7004	7.983	8.0661	8.0279	6.7814	9.0741	9.6935	7.4512	7.1293	8.3576	7.7211	6.9542	6.3923	9.5469	8.6935	6.6582
"HIRA"	8.7682	8.6475	8.983	8.8265	9.4221	8.4878	9.445	9.0901	8.3966	8.858	9.0471	9.0715	8.7482	9.6987	9.0307	9.1319	8.7177	8.9915	9.2456	9.0928	8.7944	9.3619	8.9801	8.9159	8.6618	9.2095	9.0056	8.8329	8.4388	8.8673	9.9425	8.8265	8.8297	9.3061	9.3106	9.0196	8.5584	9.0688	9.0084	8.9248	9.3174	9.6653	9.3707	8.9744	8.4009	8.4959	8.8857
"HIST1H1D"	6.2479	9.3966	6.3219	9.2456	8.2384	9.7649	7.4346	9.1997	9.0334	7.4429	6.7004	9.1163	8.983	7.858	6.4757	8.5236	8.2715	7.3219	5.585	8.2527	10.02	8.4429	5.858	8.676	9.4136	7.1396	5.585	9.4798	8.5118	7.983	8.2046	8.2479	9.1396	7.6366	8.0444	9.1724	8.1699	7.0444	6.6439	8.6439	8.0056	8.1344	6.5392	9.0821	9.4757	6.9773	7.0112
"HLA-E"	8.7549	9.2574	9.2143	8.4553	9.5641	7.7142	9.6239	8.8549	9.7532	10.136	8.7977	7.8948	8.3083	11.087	8.983	8.7245	8.8424	10.106	8.8765	8.2192	8.5887	11.378	9.0112	7.8517	9.1085	9.8041	8.7814	8.4221	8.4878	10.039	10.683	8.1085	8.3794	10.246	10.243	8.098	9.2969	9.1699	9.3015	8.0553	11.055	11.217	9.0362	8.0168	9.8796	10.331	8.7142
"HMGB1"	8.8455	9.1599	8.6147	9.8455	8.3487	9.3729	8.098	8.6147	8.0715	7.4757	8.6147	9.5411	8.3707	7.3837	8.7313	9.8122	9.4221	8.5236	8.6073	9.8826	8.6724	8.6724	8.5812	9.7177	8.6935	8.5314	8.5699	9.445	8.4429	7.7279	7.4263	7.7347	8.8041	7.9425	8.6073	9.6184	8.3487	8.1699	8.2668	9.1824	7.9658	7.8455	8.4512	9.9278	9.2312	8.6653	8.543
"HMOX1"	5.9069	6.9773	5.7279	4.8074	7.3487	5.0875	6.4094	4.3219	7.8704	8.2046	5.8074	4.3923	7.6294	9.4979	5.7549	4.4594	5.5236	7.2574	5.3219	4.3219	5.4919	8.7448	5.9542	4.3219	6.7415	7.2946	5.2479	4.7004	6.4263	8.5118	8.8202	7.585	5.3219	7.6653	4.3219	4.4594	7.5314	7.4346	5.9307	5.0444	8.9687	8.8009	5.6147	4.3219	6.5392	6.7004	5.585
"HOMER1"	10.151	9.3619	11.294	10.566	9.5314	9.3309	10.491	9.6147	9.1874	9.7364	10.615	8.8202	9.3859	8.8234	10.448	8.817	9.2119	9.7863	10.379	9.0634	9.2046	8.1898	10.445	9.058	9.2143	9.8265	10.211	8.9801	8.983	9.0279	8.4051	9.3987	9.0607	9.3061	9.0307	9.0607	9.3794	9.8994	9.9701	9.29	8.9366	9.0875	10.156	9.3859	9.2527	9.4656	10.001
"HPGDS"	5	5.858	4.6439	4.585	4.3219	4.3219	4.3219	4.3219	5.6147	6.5546	5.8329	4.858	5.7004	7.0768	5.5546	4.6439	4.9542	5.7814	5.4919	5.2479	4.858	7.2288	5.3576	4.9069	6.0661	6.7549	4.7004	4.8074	4.4594	6.3576	6.6865	4.7549	4.5236	6.2288	4.3219	4.6439	5.3923	6.1293	4.7004	4.3219	7.0661	7.585	5.2095	4.3219	5.1293	5.858	5.585
"HPRT1"	11.927	10.429	11.465	10.816	9.9887	10.37	10.493	9.8439	9.7499	10.409	12.103	11.048	10.059	8.8734	12.074	11.04	10.574	10.945	12.057	10.911	9.8533	8.9944	11.713	10.87	10.2	10.896	11.916	10.881	9.8595	9.7296	8.0768	9.6202	9.6421	9.6221	9.8918	11.003	10.091	10.682	10.679	10.507	9.0168	8.7381	11.868	11.006	10.256	11.128	11.963
"HPS4"	7.2946	7.6865	7.2384	7.8074	7.4009	7.8887	7.5392	7.6439	8.0821	7.4263	6.8074	7.6935	7.6073	8.7177	7.1189	7.7549	7.7682	7.0334	6.7944	7.6221	7.7415	7.0553	7.098	8.224	7.9366	7.3309	7.0112	7.5774	8.0661	7.4263	8.8673	8.0389	8.4471	7.4998	7.7682	7.7482	7.8765	7	6.9773	7.7482	7.3663	8.0389	7.098	7.6724	7.4346	7.1189	6.9307
"HRK"	5.585	4.3219	6.1293	4.3219	6.9307	4.3219	7.4009	4.3219	4.3219	7.4838	5.4919	4.3219	4.3219	8.3399	6.1497	4.3219	4.3219	6.0444	5.9069	4.3219	4.3219	6.6147	6.2288	4.3219	4.3219	7.1396	5.7549	4.3219	4.3219	6.2479	7.8517	4.3219	4.3219	6.2668	4.3219	4.3219	4.3219	6.3576	6.0224	4.3219	6.7142	7.1293	5.7814	4.3219	4.3219	5.858	5.5546
"HSD11B1"	7.2192	8.1849	6.0875	6.3576	6.8074	6.375	5.7004	6.9307	8.7415	7.4263	6.5236	7.6653	8.2479	8.9858	5.8826	7.7482	6.7415	6.8329	7.1497	7.6294	6.9658	6.5699	7.4094	7.4919	7.6511	5.7549	6.4594	8.0334	6.5078	6.9189	7.2946	7.8392	7.585	6	6.7142	8.0553	7.4429	5.7004	5.6724	7.1699	8.1548	8.5507	5.4594	7.5546	7.6073	6.4594	5.2095
"HSPB1"	8.5736	8.4878	9.0362	7.4676	11.346	8.8486	9.2046	7.6221	9.0168	10.852	8.5469	7.5157	9.6952	12.823	8.1241	7.585	6.6582	8.7977	7.9129	6.4094	7.5157	10.821	8.1396	6.6147	8.5196	10.103	8.1033	7.7682	8.5196	11.634	13.379	11.264	8.8857	11.169	10.228	6.9542	9.716	10.741	9.0661	7.1997	11.301	11.316	8.5353	6.4094	10.442	10.665	8.2715
"HUS1"	9.3197	9.6439	9.3663	9.6312	9.983	10.103	9.7177	10.248	9.9039	9.8673	9.4325	9.5078	9.8872	10.047	9.2384	9.5058	9.6618	9.4778	9.2644	9.5216	9.8549	9.6073	9.42	9.5098	9.6707	9.5314	9.255	9.5488	9.9844	9.69	10.138	9.9189	10.003	9.8642	9.4757	9.6147	9.7228	9.7616	9.7415	9.7177	9.7549	9.6742	9.4737	9.683	9.5603	9.3707	9.2691
"ICAM2"	6.6865	5.5546	6.7814	6.2854	7.7142	6.1898	7.8202	7.4838	6.7814	7.5546	6.5699	6.0224	6.3398	8.29	6.8329	6.3038	6.4094	7.5078	6.9425	5.9773	7.4094	9.1874	7.1189	5.3576	6.9773	7.3038	6.375	5.6147	6.9542	8.3264	8.0224	6.2479	6.7142	8.1396	8.633	6.2668	7.8517	8.3443	7.0334	6.0661	8.8826	8.6221	7.1189	5.7814	6.8455	7.098	6.5999
"IFI30"	5	6.585	5.1293	4.3219	4.3219	4.9542	4.3219	4.8074	6.585	7.7347	5.1293	4.5236	6.5546	8.9396	5.1293	4.3219	5.8329	6.1699	4.6439	4.3219	5.0444	8.4635	4.858	4.3219	6.375	7.0444	4.4594	4.3923	5.3923	6.8704	7.9715	6.6147	5	7.2192	4.3219	4.3219	7.7616	7	5.2854	4.585	8.224	8.3399	5.2095	4.3219	7.6724	8.0661	5.1293
"IFIH1"	5.7549	5.5546	5.9542	4.7549	6.2854	4.3923	6.5236	5.2095	5.0444	6.2854	5.858	4.585	5.7279	7.7549	6.1497	5.2854	4.7549	6.5236	5.6439	4.7004	4.9069	7.0553	6.6582	4.7004	5.2854	6.4094	5.6439	5.3219	5.3923	7.4594	8	5.4594	4.858	6.7415	7.1497	5.1293	4.7549	5.9307	6.4919	4.9069	7.2384	7.9542	6.0875	4.9069	5.3219	5.8826	6.1085
"IFITM2"	8.375	8.1447	7.9129	7.1396	9.1111	7.7004	8.9159	7.8887	8.7347	9.2668	8.7616	7.3309	9.1241	10.573	7.9069	7.2384	7.4346	8.4919	7.6653	6.5078	8.7448	10.88	8.8361	6.7004	8.4051	9.1085	7.1699	6.4919	8.7582	10.276	9.3859	8.1898	8.9858	11.207	9.8517	7.8329	9.9233	10.724	8.8765	7.3576	9.3421	8.4757	8.4136	6.9658	10.287	10.844	8.1849
"IFITM3"	10.589	10.601	9.1344	8.2621	11.635	9.8074	11.011	9.7499	10.797	11.821	10.053	8.6036	9.8057	12.385	9.9715	9.0954	8.7944	10.388	9.4471	8.6865	9.3837	12.177	10.208	9.0688	10.384	11.317	9.2992	8.7912	10.613	12.731	12.907	10.524	9.6671	12.011	12.593	9.403	12.292	12.783	10.49	8.8392	11.833	11.475	10.309	8.96	12.33	12.935	10.478
"IFNAR1"	10.309	9.6457	9.9556	9.7465	9.9929	9.3794	9.445	9.3443	9.4656	9.2785	10.248	9.8963	9.2854	8.7879	10.213	9.96	9.8154	9.9396	10.228	9.8796	9.5736	9.817	10.176	9.7879	9.7398	9.9366	10.136	9.8138	9.6421	9.4346	8.7582	9.2527	9.42	9.9527	9.809	9.8376	9.8626	10.271	9.5812	9.6092	9.6129	9.3083	9.9844	9.9159	9.5333	9.9701	10.042
