"ID_REF"	"GSM4869092"	"GSM4869093"	"GSM4869094"	"GSM4869095"	"GSM4869096"	"GSM4869097"	"GSM4869098"	"GSM4869099"	"GSM4869100"	"GSM4869101"	"GSM4869102"	"GSM4869103"	"GSM4869104"	"GSM4869105"	"GSM4869106"	"GSM4869107"	"GSM4869108"	"GSM4869109"	"GSM4869110"	"GSM4869111"	"GSM4869112"	"GSM4869113"	"GSM4869114"	"GSM4869115"	"GSM4869116"	"GSM4869117"	"GSM4869118"	"GSM4869119"	"GSM4869120"	"GSM4869121"	"GSM4869122"	"GSM4869123"	"GSM4869124"	"GSM4869125"	"GSM4869126"	"GSM4869127"	"GSM4869128"	"GSM4869129"	"GSM4869130"	"GSM4869131"	"GSM4869132"	"GSM4869133"	"GSM4869134"	"GSM4869135"	"GSM4869136"	"GSM4869137"	"GSM4869138"
"E2F1"	6.4594	4.5236	6.6865	4.3219	7.2479	4.3219	6.1898	4.3219	4.585	6.2479	6.8948	4.3219	4.3219	6.8202	7.1997	4.4594	4.4594	6.8948	7.2574	5	4.3219	5.9069	7.1799	4.3219	4.3219	6.3219	6.6582	4.3219	4.3219	6.0875	7.1997	4.3219	4.3219	6.4757	6.8074	4.3219	4.3219	6.6294	6.4757	4.3219	6.858	7.6221	6.7004	4.3219	4.3219	6.3576	6.5236
"EBI3"	5.0444	5.2479	5.0444	4.5236	6.2854	4.3219	5.6439	4.9069	6.2095	6.6294	5.8074	4.585	5.3923	8.3399	4.6439	4.3219	4.8074	5.9773	4.585	4.3219	4.3219	7.9773	4.3923	4.4594	5.6439	6.3038	4.5236	4.3219	4.8074	6.585	7.7211	5.0444	4.3219	6.7004	6.1085	4.5236	6.0661	6.9189	5.2854	4.3219	7.6724	8.4757	5.2095	4.3219	4.3219	5.8329	4.3219
"EED"	7.4757	7.6935	7.3038	7.0334	8.0661	8.4051	8.1599	8.3576	7.8887	7.9715	7.5925	7.6511	8.6653	7.7549	7.4179	7.375	7.6221	7.4179	7.3663	7.1293	8.3399	8.2621	7.6511	7.6073	8.2095	8.0607	7.7415	7.6653	8.2621	7.8765	7.7211	8.7211	8.4094	8.1749	8.1189	7.4919	8.0821	7.9129	7.8642	7.6147	7.7211	8.0875	7.7549	7.4512	7.0224	7.2946	7.7879
"EEF2K"	7.4676	9.7515	7.7879	9.1898	7.7814	9.4818	8.6795	9.4635	9.7091	8.5236	7.4594	8.4919	9.9944	8.9396	7.2761	8.6439	9.5118	7.9069	7.0661	9.0795	9.5137	8.683	7.4676	9.1799	9.4898	7.9366	7.3923	8.8329	9.3287	8.5546	8.6184	9.4818	9.5275	8.5546	8.7482	9.1163	9.545	8.2808	8.1033	9.2216	8.8948	8.9972	7.4179	8.9218	9.858	7.6795	7.1699
"EGFR"	6.8948	6.6724	7.3487	6.4594	7.5392	5.7549	7.6147	5.8329	5.8826	6.0661	7.2095	6.4757	6.9658	8.5622	7.3219	6.5546	5.5236	7.1898	6.4594	5.585	6.1293	7.9248	7.1396	5.7004	6.2854	7.3219	7.4676	7.1699	6.4094	7.8138	8.3837	6.6724	6.6294	8.4959	8.8455	5.5546	6.4094	6.9307	7.6073	5.9069	7.8826	7.585	7.098	5.7004	5.9773	6.585	7.3663
"EGR1"	7.4094	8.1396	10.407	12.311	7.1898	6.0224	8.6653	5.8074	8.3619	7.7142	8.3794	5.2095	7.8826	8.4959	7.4919	5.3219	8.3619	7.8009	8.1997	5.8329	6.1497	7.4179	7.8265	5.3576	7.5078	7.3487	8.0607	6.1699	6.4757	7.2574	7.7549	8.2288	5.3219	6.9887	6.9307	6.0224	8.2384	6.8826	8.2143	6.3038	8.6511	9.2408	8.4388	7.6724	8.4594	7.585	8.2288
"EHMT2"	9.1624	8.8041	9.4778	8.8918	9.1396	8.9629	9.388	8.6036	8.4635	8.9915	9.4778	8.9801	8.9658	8.9715	9.5353	8.9571	8.7347	9.0168	9.388	8.6935	8.3576	9.2503	9.4491	9.0444	8.6724	9.2432	9.4305	8.9099	8.697	8.817	9.1189	9.5157	8.6618	9.2854	9.1624	8.9571	8.6073	8.9513	9.42	8.8455	9.1396	9.2969	9.5353	8.8704	8.4179	8.9571	9.4898
"EIF1"	13.034	13.105	12.996	12.941	13.424	12.82	13.283	12.746	12.953	13.382	12.62	12.557	13.065	13.54	12.739	12.634	12.509	12.926	12.591	12.672	12.18	13.034	12.967	12.583	12.181	12.861	12.785	12.874	12.48	13.277	13.71	13.465	12.484	13.034	13.075	12.675	12.61	13.007	12.971	12.674	13.198	13.229	12.662	12.579	13.003	13.105	12.54
"eIF2S1"	8.9278	7.7211	8.7682	8.8918	7.5925	8.1799	7.96	7.8202	6.9887	7.1497	9.3129	8.8978	7.3219	7.6795	9.3619	8.8857	8.6036	8.0444	9.2946	8.9887	7.8887	8.1799	8.9542	8.7448	8.0607	8.0715	9.1799	8.697	7.4512	7.3398	8.2046	6.9887	7.5469	7.8887	8.1997	8.5584	7.8455	8.0498	8.0715	8.2336	7.9887	8.1599	8.7279	8.9396	8.3487	8.6402	8.9009
"EMCN"	6.2095	5.5236	6.1898	4.9069	6.5699	4.7004	6.3398	5.8329	5.7004	5.9069	6.2479	5.2479	4.8074	6.9542	6.3576	5.585	5.4594	6.7682	5.9307	4.8074	5.6724	7.6653	6.6724	5.1293	6.4757	6.7814	5.6147	5.0444	5.6724	6.7004	6.9425	5	5.7279	7.6221	6.8074	5.6439	5.8329	6.3576	6.4757	5.7004	8.0821	7.7549	5.7549	4.7549	6.7142	6.5699	6.0875
"EMP1"	5.8826	7.0553	5.3219	5.7549	7.2854	6.375	7.5236	6.9658	8.5962	8.3219	6.7814	5.8074	7.7944	10.647	6.3398	6.0875	7.5546	8.1033	5.585	5.5236	6.8704	9.783	6.8704	4.9542	7.4263	8.5353	6.1293	6.8948	7.5469	9.0112	11.523	8.6221	7.3129	10.109	8.4263	6.375	9.058	8.9039	7.2384	6.1293	10.09	9.9248	6.4094	5.0875	10.509	10.065	6.3219
"ENPP6"	4.9542	6.1085	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	7.4263	4.3219	4.5236	4.3219	4.9542	5.2479	4.7004	4.3219	4.3219	5.6439	4.3219	5.7549	4.9542	4.3923	4.7549	4.3219	4.3219	4.3219	4.3219	4.9069	5.3576	4.3219	4.3219	4.3219	4.3219	4.3219	4.585	8.585	4.3219	4.3219	4.3219	4.7549	5.5236	4.3219
"ENTPD2"	5.4919	5.4594	4.6439	4.3219	6.2095	4.3219	6.4919	4.8074	4.7004	6.5546	5.6724	4.4594	4.3219	4.3219	5.4594	4.585	4.585	6.1293	5.1293	4.6439	5.4263	8.4179	5.2479	4.4594	4.9069	7.2288	5.1699	4.585	4.3219	6.6724	4.3219	4.3219	5.2479	7.3837	7.1799	4.5236	4.5236	5.7549	6.5078	4.9069	6.7142	4.3219	6.4263	4.3219	6.0875	6.8826	6.4094
"EOMES"	4.3219	5.8826	4.3219	6.1699	4.3219	6	4.3219	6.1898	4.7549	4.3219	4.3219	6.8329	4.9542	4.3219	4.3219	6.6294	5.2479	4.3219	4.3219	7.1699	5	4.3219	4.3219	6.585	5.1699	4.3219	4.3219	6.4594	5.6147	4.3219	4.3219	5	5.7549	4.3219	4.3219	7.0875	4.3219	4.3219	4.3219	6.3219	4.3219	4.3219	4.3219	7.1293	4.8074	4.3219	4.3219
"EP300"	9.2527	10.201	9.1241	10.225	9.5314	10.636	9.3597	10.218	10.217	9.2021	9.4574	10.271	10.315	9.2785	9.4553	10.15	10.333	9.4898	9.3531	10.138	10.352	9.5353	9.3987	10.362	10.377	9.5887	9.403	10.211	10.329	9.2621	9.6202	10.256	10.443	9.7194	9.6689	10.194	10.254	9.5831	9.4221	10.171	9.6511	9.5962	9.5774	10.274	10.154	9.2831	9.4615
"EPCAM"	4.3219	4.3219	5.5546	5.2095	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.9069	4.3219	4.3219	4.3219	4.858	4.3219	4.3219	4.3219	4.5236	4.3219	5.8074	4.3219	4.3219	4.3219	4.3219	4.3219	5.6147	6	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219
"EPG5"	8.098	8.3663	8.2621	8.4959	8.4757	9.1215	8.3219	9.0634	8.9307	8.2668	7.983	8.0168	8.683	7.8887	8.1344	8.0444	8.5038	8.2715	7.9366	8.0389	8.8297	8.1649	8.1948	8.2574	8.5118	8.2479	7.9944	8.0168	8.9039	8.3129	8.2046	8.7977	8.8329	8.2621	8.2808	8.1447	8.6221	8.29	8.4094	8.4179	8.3707	7.7814	8.0661	8.2046	8.8361	8.1189	8.0498
"EPSTI1"	4.3219	4.3219	4.7004	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.9542	4.3219	4.3219	4.6439	4.4594	4.3219	4.3219	6.2854	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	6.2095	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.9069	4.3219	4.3219	4.3219	4.8074	4.3219	4.3219	5.1293	4.3219
"ERBB3"	5.1293	5.585	5.4919	4.3219	6.8074	4.3219	5.8074	4.3219	4.858	5.858	5.7549	4.585	4.3219	7.5622	4.3219	4.3219	4.3219	6.2854	6.1699	4.3219	4.3219	6.3398	6.1293	4.3923	4.3219	5.4263	6	4.4594	4.3219	6.5546	4.3219	4.3219	4.3923	5.9307	6.5236	4.3219	4.3219	5.585	5.9773	4.3219	4.3219	6.5392	5.5546	4.3219	4.3219	6.0224	5.2095
"ERCC2"	7.1189	6.5699	7.6935	6.5546	6.5078	6.0875	7.6294	6.5699	6.1898	7.098	7.3398	6.4757	6.5546	7.5999	7.4094	6.7142	6.4094	6.8074	7.2479	6.8329	6.6865	7.3923	7.2854	6.3219	6.2288	6.7549	7.1189	6.2854	6.5392	7.098	7.6865	6.7682	6.3398	7.0875	6.8455	6.5392	6.6724	6.9189	7.4094	6.5699	7.2384	7.3129	7.4263	6.5999	6.3038	7.0768	7.5236
"ESAM"	8.1189	7.2192	7.6865	6.8074	8.8918	7.3038	7.8826	7.7211	7.3487	8.2992	7.9009	6.5078	7.5392	9.1874	7.5999	7.0444	7.3309	8.4594	7.9307	6.9069	7.5546	9.783	8.1799	6.4429	8.1085	8.5661	7.6865	6.6439	7.7279	8.8361	9.2288	7.5774	7.7279	9.1085	9.0741	7.1799	8.2432	8.7781	7.9944	6.9425	9.683	9.5527	7.8642	6.5392	7.7211	7.7347	7.5546
"ETS2"	11.337	9.0553	11.558	8.5925	10.672	8.6546	11.123	8.6935	9.4656	10.622	11.679	9.1033	8.9915	11.171	11.309	8.7074	8.5962	10.857	11.863	8.8796	9.0196	11.125	11.333	8.5622	9.0224	11.04	11.764	8.4179	9.4959	10.923	11.02	8.6366	9.236	10.763	10.875	8.5584	9.3264	11.356	11.017	8.8517	10.729	10.767	11.534	8.2384	8.7879	10.993	11.329
"EXO1"	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3923	4.3219	4.3219	4.3219	4.3923	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219
"EZH1"	9.2527	9.4696	9.1948	10.055	9.6165	10.857	9.1997	9.8439	9.9972	8.683	9.4778	9.7262	10.267	8.6618	9.5699	9.8826	10.09	9.1472	9.6129	9.8918	10.069	9.3554	9.4737	10.053	9.9114	9.1749	9.5275	9.7566	10.41	9.1111	9.0251	10.334	10.297	9.1421	9.2969	9.9758	10.23	9.3015	9.3129	9.7698	9.1749	9.3487	9.3015	9.9701	10.046	9.1824	9.5546
"EZH2"	4.3219	4.6439	4.3219	4.3219	4.3219	4.585	4.3219	4.3219	4.3923	5.1293	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3923	4.3219	4.3219	4.3219	4.3219	5.2095	4.3219	4.3219	4.3219	4.3219	4.3219	4.858	4.5236	4.3219	4.3219	4.3219	4.9069	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.7549	4.3219	4.3219
"F3"	9.4998	6.8455	8.8857	7.3129	8.0498	4.6439	8.9218	5.4919	7.2288	9.4471	10.029	7.2668	5.1293	8.0768	9.5831	7.7004	7.4179	10.028	8.29	7.0334	5.2479	10.484	8.5196	6.4757	6.8826	9.6707	9.4115	7.3129	5.4594	9.2715	8.4878	5.585	5.6724	10.555	9.3487	6.3219	6.9189	9.5333	9.4878	6.9425	9.8009	8.7381	9.4676	6.3398	8.8796	11.862	10.081
"FA2H"	7.8704	8.0715	7.2288	5.7549	9.5196	5.2854	7.1497	5.3576	7.1898	8.4009	7.098	7.0444	6.5078	9.7549	6.1699	6.3219	5.5546	8.5774	8.3083	7.0334	5.2095	7.858	8.0334	6.5078	6.1699	6.9542	7.7748	6.4757	5.1699	7.9129	7.0444	5.2479	5.858	7.1293	7.5314	6.1085	4.7004	7.8704	7.6795	6.0224	8.1033	8.4594	6.6294	6.0875	6.3038	7.9009	7.0661
"FABP5"	9.9586	10.161	9.6457	9.5546	8.9129	8.6475	9.8471	9.3685	10.164	10.852	9.6564	9.7977	9.3641	10.521	9.6528	9.7682	9.5236	9.9114	9.4094	9.7665	9.0768	10.136	9.5353	9.7499	9.5812	10.093	9.2432	9.7682	9.3729	10.471	9.3309	8.7279	9.1085	9.6952	9.1948	9.683	10.274	10.615	9.6636	9.5157	10.033	10.12	9.8297	9.697	11.038	11.235	9.7549
"FADD"	5.3923	5.3576	5.1293	4.4594	4.3219	5.3923	5.4263	4.9069	5.2095	4.3219	4.9069	5.1699	5.8826	6.8826	5.0444	5.0444	4.9069	5.2479	5.1293	5.3219	4.7004	4.3219	5.1699	5.6147	5.4919	5.585	5.1699	5.0875	5.4919	5.7279	4.3219	5.6439	5.2854	4.3219	4.3219	5.1293	5.585	4.9542	5.3576	5.1699	4.3219	4.3219	5	4.858	4.858	5.7549	4.585
"FAM104A"	7.0334	7.4919	7.1997	6.8455	7.5699	7.7944	7.4757	7.2574	7.6439	7.3487	6.5546	6.9069	7.6294	7.8202	6.8202	7.1898	7.1293	7.0661	6.6582	6.8455	7.4263	7.4429	6.9189	6.858	7.3219	7.3219	6.7004	6.8826	7.4594	7.1599	7.3398	7.6221	7.5925	7.1085	6.9307	7.0875	7.2479	7.0112	7.3129	7.2288	7.3038	7.8455	7.0112	6.9773	7.4919	7.2288	6.7814
"FANCC"	4.3219	6.8074	4.3219	6.3219	6.3923	7.8642	4.3219	7.3309	7.2479	4.3219	4.3219	6.8329	8.1749	4.3219	4.3219	6.375	6.8826	5.2095	4.3219	6.4263	7.3923	4.3219	4.3219	6.375	6.858	4.3219	4.3219	6.9773	7.6294	5.4263	4.3219	7.7211	7.6147	5.2095	6.1085	6.6582	7.2479	5.4594	4.3219	6.6294	4.3219	4.3219	4.4594	6.5999	6.858	4.858	4.585
"FANCD2"	5	4.8074	5.1699	5.1699	4.3219	4.9542	4.3219	5.8329	5.3219	5.585	4.7004	4.3219	4.8074	4.3219	5.0444	5.1699	5.0875	4.585	4.9069	4.7004	4.8074	4.3219	4.6439	4.585	5.2854	5.1293	4.6439	4.4594	4.7004	4.3219	4.3219	5.0444	4.9069	5.2095	4.3219	4.6439	4.7549	5.3219	4.9069	4.4594	4.3219	4.3219	5.5236	5.1699	6.4919	6.2479	5.0875
"FANCG"	5.9069	6.8704	6.4263	6.2479	7.5925	7.5078	7.1898	7.4919	7.6221	7.4094	5.585	5.7279	7.7748	7.4757	5.1293	6.2095	6.5699	6.6294	5.6439	5.7814	7.2479	6.8202	5.8329	6.3576	6.858	6.4094	5.585	6.1293	7.4512	6.7944	7.3398	8.1497	7.5999	6.9658	7.1497	6.3576	7.2192	6.8455	6.2854	6.5546	7.2384	7.2668	5.9069	6.2288	6.858	5.7814	5.8074
"FAS"	5.5546	4.3219	5.8329	4.3219	6.2854	5.5546	6.375	4.3219	5.6724	6.585	5.6147	4.3219	5.3219	7.4263	5	4.8074	4.3219	5.9542	5.0875	4.3219	4.5236	6.2288	4.5236	4.3219	4.3219	6.6147	5.2095	4.3219	5.4594	6.7415	4.3219	5.6439	5.1293	6.7279	6.7142	4.5236	5.7814	6.0444	6.3576	4.3219	6.4594	4.3219	5.2854	4.3219	6.2095	7.3219	5.1293
"FASLG"	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	5.2854	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219
"FBLN5"	5.5546	4.3219	5.4263	4.3219	6.0661	4.3219	5.858	4.3219	4.4594	5.585	5.7004	4.3219	4.3219	4.3219	6	4.8074	4.3219	6.0875	5.8074	4.3219	4.5236	6.2288	5.5236	4.3219	5.0444	5.9069	5.3219	4.3219	4.3219	5.4263	4.3219	4.3219	4.3219	5.9542	4.3219	5.2479	5	5.8329	5.6724	4.3219	6.4594	4.3219	5.8074	4.3219	4.9069	6.4263	5.1699
"FCAR"	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	5.2479	4.3219
"FCER1G"	6.3219	7.9248	5.858	4.858	7.4009	4.3219	4.3219	4.3219	8.5038	9.5868	6.3219	5.3219	7.8704	11.137	6.0224	5.3576	6.2668	7.4094	6.0661	5.3219	5.585	9.7781	5.9307	5.0444	7.8948	8.3923	5.1293	4.9542	6.5392	8.9944	10.365	7.4179	5.7814	8.3923	4.3219	5.6147	8.6865	7.8704	6.4919	5.7279	10.008	10.242	5.7814	4.6439	8.9307	8.7879	6.2095
"FCGR1A"	7.0224	7.9425	6.7004	4.9542	7.8265	4.6439	6	4.7549	8	9.6935	6.9542	5.8074	8.3923	10.427	6.6439	5.5546	7.2288	8.3399	6.4757	5.2854	5.6724	9.875	6.8455	4.7004	8.0334	9.0498	6.0224	5.8074	7.1396	8.8918	9.3309	7.6366	5.4919	8.1033	6.3576	5.7814	8.3837	8.7682	6.1085	4.7549	9.5527	9.5058	6.4094	4.9069	5.585	7.8138	6.2095
"FCGR2B"	4.3219	5.585	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	5.4594	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3923	4.3219	4.3219	7.1799	4.3219	4.3219	6.6865	5.2095	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	5.1293	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	5.3576	4.858	4.3219
"FCGR3A"	4.3219	5.6724	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	6.3398	6.2479	6.9425	6.1699	5.3923	8.4305	5.8074	4.585	5.7549	6.2854	5.8329	5.7004	4.3219	8.6653	5	5.8074	7.0334	8.2668	5.7004	6.2479	6.2668	7.4429	4.3219	5.4919	4.4594	7.5699	4.3219	4.7549	7.3923	8.2854	4.3219	4.3219	6.858	8.0112	6.4919	4.3219	5.7814	8.4346	6.0661
"FCRLA"	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219
"FCRLB"	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219
"FDXR"	4.9069	6.8704	4.3219	6.6439	6.2095	6.7682	5.9542	7.4009	7.0661	5.8074	4.5236	6.2288	7.1189	6.7549	5	6.3576	6.1898	5.7279	4.858	6.4094	7.2574	5.9069	4.9542	6.6582	6.9658	5.6724	4.4594	6.858	7.2384	6.8455	7.2946	6.9307	7.5078	6.4263	6.0444	6.375	7	6.1085	5.1293	6.9887	6.6724	6.6147	5.0444	6.4757	6.7944	5.3219	5.1293
"FEN1"	7.6865	7.3487	6.8948	8.098	6.2854	7.4346	6.4919	7.1898	6.5392	6.2095	8.1293	8.4594	6.7682	4.3219	8.1033	8.6935	8.1948	7.1599	8.2384	8.8887	7.2192	6.6147	7.9484	8.5774	7.6294	7.3038	8.0498	8.5392	7.3038	5.9542	4.3219	5.858	7.1898	6.6147	6.8074	8.4998	6.8948	6.8202	6.7279	8.0768	6.1293	6.6147	7.8826	8.817	7.6294	7.5392	8.0768
"FGD2"	4.3219	4.858	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.585	4.3219	4.3219	4.3219	4.858	4.3219	4.3219	4.3219	4.3219	5.2095	4.3219	4.3219	4.3219	6.5236	4.3923	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	5.6147	4.3219	4.3219	4.3219	5.6439	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	6.5699	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219
"FGF13"	9.1898	4.3219	9.2946	4.4594	8.9129	4.3219	9.0875	4.3219	4.3219	8.2715	9.3772	4.3219	4.3219	7.1799	9.6528	5.2854	4.3219	8.9658	9.2946	4.3219	4.3219	7.6439	9.4157	4.3219	4.3219	8.8734	9.4346	4.7549	4.3219	8.4471	7.9129	4.3219	4.3219	8.1189	8.5962	4.3219	4.3219	9.2192	9.0084	4.3219	8.4471	8.1599	9.014	4.3219	4.3219	8.7649	9.4346
"FGL2"	6.2854	8.8202	6.3219	9.0715	4.3219	5	6.1898	9.3038	8.4676	6.1898	6.9425	8.5314	7.7944	7.0768	6.1497	9.5981	8.2808	6.8329	6.5236	8.3794	8.1997	9.1649	6.3923	8.0224	7.5392	8.1033	5.2854	7.9944	8.3663	7.5392	4.3219	7.3219	7.4179	8.0168	6.3038	8.7748	6.8329	6.585	5.7549	8.9944	9.3264	7.1799	6.4919	8.1849	6.858	7.098	6.8074
"FKBP5"	8.9129	7.3129	9.1898	7.0112	10.191	6.8455	10.192	8.0168	8.5353	9.7912	9.1111	6.2095	8.375	10.583	8.2479	4.8074	6.6865	8.9915	8.683	5.3219	7.8265	11.162	8.8234	5.9069	7.7682	9.1241	9.1874	6.7944	7.585	10.323	10.013	6.9189	7.7074	10.205	10.87	5.2095	8.4512	9.6457	9.4009	7.2288	10.373	9.973	9.0056	6.375	9.224	10.322	8.7313
"FLT1"	8.7846	9.4676	9.4898	9.2621	10.256	9.9233	10.307	10.2	10.712	10.694	9.2738	9.6777	10.319	9.8074	9.0661	9.4959	9.7977	9.875	9.0553	9.0112	10.926	12.036	9.7566	10.038	9.5196	9.3987	9.3902	9.7977	10.418	10.664	9.8994	9.9425	10.609	10.285	10.893	10.165	10.832	10.343	9.5736	9.2119	10.951	10.682	8.7977	9.3151	9.8439	9.255	8.6511
"FOS"	7.1189	9.3902	11.649	13.399	7.3129	7.2192	8.8673	8.3837	9.585	8.9189	8.388	7.0112	9.1059	10.416	7.0224	6.4094	9.3902	9.0715	7.6366	7.4998	7.6935	9.7448	8.0112	7.3219	8.7515	7.8642	7.9715	8.6546	7.6073	8.7912	10.758	9.7632	7.9658	9.0741	8.5078	9.0768	10.264	9.1033	8.9396	8.6221	10.236	9.9513	8.1344	10.941	10.027	9.4878	7.96
"FOXP3"	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	5.3576	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3923	4.3219	4.3219	4.4594	4.6439	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.5236	4.3219	4.3219	6.0444	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	4.4594	4.3219	4.3219	4.3219	4.3219
"FPR1"	4.6439	4.858	4.3219	4.3219	4.3219	4.3219	4.3219	4.3219	5.7004	6.7142	4.7004	4.3219	6.4594	7.7879	4.585	4.3219	4.7004	6.1898	4.3219	4.3219	4.3219	6.9189	4.6439	4.3219	4.9542	6.3038	4.585	4.5236	6.1293	7.2574	4.3219	5.0875	4.3219	5.5236	4.3219	4.3219	6.4757	7.6511	4.3219	4.3219	6.1293	4.3219	5.1699	4.3219	6.4094	7.7814	4.9542
"FSCN1"	9.9054	8.5469	10.071	7.7347	10.05	6.3923	10.27	7.6439	8.2808	10.576	9.7582	7.5469	8.4429	11.486	10.103	7.7814	7.1699	10.238	9.9858	7.3038	7.7814	10.362	10.042	7.8265	7.8887	9.8918	9.8642	7.7347	7.2574	10.089	10.775	7.5622	7.3129	10.014	9.8517	7.7074	7.8329	10.046	10.006	7.6724	10.943	11.517	9.8626	7.5236	7.6724	9.7632	9.796
"FYN"	10.616	10.759	10.796	10.162	11.481	10.425	11.089	10.319	10.728	11.201	10.466	10.4	10.758	12.09	10.7	10.466	10.142	10.721	10.362	10.143	10.142	11.558	10.605	9.9658	10.194	10.814	10.36	10.317	10.26	11.008	12.586	10.848	10.396	11.621	11.191	10.138	10.53	10.809	10.69	10.156	11.196	11.477	10.52	10.114	10.79	11.059	10.506
"GADD45A"	8.7781	7.0334	9.137	7.4179	8.1396	5.6439	8.9542	7.1997	7.8138	9.7499	8.6511	6.8704	6.4919	9.4325	8.4878	7.7549	6.9189	8.5812	8.8887	6.8948	6.3576	8.9099	8.9425	6.375	6.1085	8.5962	8.8734	6.9542	6.7814	8.9773	9.4878	6.7142	5.9773	8.6257	8.3264	7.1997	6.9307	9.1624	8.8948	7.1699	8.388	8.5507	8.7649	6.6439	8.5469	10.452	8.6073
"GADD45G"	4.3219	5.1293	5.5546	6.9189	4.3219	4.6439	5.4263	4.3219	5	5.2095	4.3219	5.2479	5.0444	4.3219	4.9542	5.1293	5.3219	4.585	4.3219	5.4919	4.9069	6.2854	4.3923	5.4263	5.1699	4.3219	4.3219	5.3576	5.1699	5.9542	6.9425	5.6724	4.7549	6.0444	6.1085	5.5236	5.5236	4.3219	5.2854	4.585	4.3219	4.3219	4.3219	5.585	5.5236	5	4.6439
